Año Censal,Entidad,Municipio,Actividad económica,UE Unidades económicas
2008,28 Tamaulipas,010 Cruillas,Total municipal,42
2008,28 Tamaulipas,010 Cruillas,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,010 Cruillas,Sector 31-33 Industrias manufactureras,2
2008,28 Tamaulipas,010 Cruillas,Sector 43 Comercio al por mayor,2
2008,28 Tamaulipas,010 Cruillas,Sector 46 Comercio al por menor,22
2008,28 Tamaulipas,010 Cruillas,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1
2008,28 Tamaulipas,010 Cruillas,Sector 62 Servicios de salud y de asistencia social,1
2008,28 Tamaulipas,010 Cruillas,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1
2008,28 Tamaulipas,010 Cruillas,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,5
2008,28 Tamaulipas,010 Cruillas,Sector 81 Otros servicios excepto actividades gubernamentales,7
2008,28 Tamaulipas,011 Gómez Farías,Total municipal,121
2008,28 Tamaulipas,011 Gómez Farías,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",2
2008,28 Tamaulipas,011 Gómez Farías,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,011 Gómez Farías,Sector 31-33 Industrias manufactureras,12
2008,28 Tamaulipas,011 Gómez Farías,Sector 43 Comercio al por mayor,4
2008,28 Tamaulipas,011 Gómez Farías,Sector 46 Comercio al por menor,57
2008,28 Tamaulipas,011 Gómez Farías,Sector 52 Servicios financieros y de seguros,1
2008,28 Tamaulipas,011 Gómez Farías,"Sector 54 Servicios profesionales, científicos y técnicos",1
2008,28 Tamaulipas,011 Gómez Farías,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",3
2008,28 Tamaulipas,011 Gómez Farías,Sector 61 Servicios educativos,1
2008,28 Tamaulipas,011 Gómez Farías,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,26
2008,28 Tamaulipas,011 Gómez Farías,Sector 81 Otros servicios excepto actividades gubernamentales,13
2008,28 Tamaulipas,012 González,Total municipal,1422
2008,28 Tamaulipas,012 González,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",48
2008,28 Tamaulipas,012 González,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",2
2008,28 Tamaulipas,012 González,Sector 23 Construcción,1
2008,28 Tamaulipas,012 González,Sector 31-33 Industrias manufactureras,126
2008,28 Tamaulipas,012 González,Sector 43 Comercio al por mayor,60
2008,28 Tamaulipas,012 González,Sector 46 Comercio al por menor,707
2008,28 Tamaulipas,012 González,"Sector 48-49 Transportes, correos y almacenamiento",2
2008,28 Tamaulipas,012 González,Sector 51 Información en medios masivos,9
2008,28 Tamaulipas,012 González,Sector 52 Servicios financieros y de seguros,4
2008,28 Tamaulipas,012 González,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,9
2008,28 Tamaulipas,012 González,"Sector 54 Servicios profesionales, científicos y técnicos",25
2008,28 Tamaulipas,012 González,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",14
2008,28 Tamaulipas,012 González,Sector 61 Servicios educativos,6
2008,28 Tamaulipas,012 González,Sector 62 Servicios de salud y de asistencia social,26
2008,28 Tamaulipas,012 González,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",10
2008,28 Tamaulipas,012 González,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,156
2008,28 Tamaulipas,012 González,Sector 81 Otros servicios excepto actividades gubernamentales,217
2008,28 Tamaulipas,013 Güémez,Total municipal,77
2008,28 Tamaulipas,013 Güémez,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",2
2008,28 Tamaulipas,013 Güémez,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,013 Güémez,Sector 31-33 Industrias manufactureras,6
2008,28 Tamaulipas,013 Güémez,Sector 43 Comercio al por mayor,3
2008,28 Tamaulipas,013 Güémez,Sector 46 Comercio al por menor,40
2008,28 Tamaulipas,013 Güémez,"Sector 48-49 Transportes, correos y almacenamiento",2
2008,28 Tamaulipas,013 Güémez,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2
2008,28 Tamaulipas,013 Güémez,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1
2008,28 Tamaulipas,013 Güémez,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,13
2008,28 Tamaulipas,013 Güémez,Sector 81 Otros servicios excepto actividades gubernamentales,7
2008,28 Tamaulipas,014 Guerrero,Total municipal,195
2008,28 Tamaulipas,014 Guerrero,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",49
2008,28 Tamaulipas,014 Guerrero,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,014 Guerrero,Sector 31-33 Industrias manufactureras,6
2008,28 Tamaulipas,014 Guerrero,Sector 43 Comercio al por mayor,2
2008,28 Tamaulipas,014 Guerrero,Sector 46 Comercio al por menor,76
2008,28 Tamaulipas,014 Guerrero,Sector 52 Servicios financieros y de seguros,1
2008,28 Tamaulipas,014 Guerrero,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,3
2008,28 Tamaulipas,014 Guerrero,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1
2008,28 Tamaulipas,014 Guerrero,Sector 62 Servicios de salud y de asistencia social,10
2008,28 Tamaulipas,014 Guerrero,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1
2008,28 Tamaulipas,014 Guerrero,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,21
2008,28 Tamaulipas,014 Guerrero,Sector 81 Otros servicios excepto actividades gubernamentales,24
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,Total municipal,642
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 23 Construcción,2
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 31-33 Industrias manufactureras,58
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 43 Comercio al por mayor,24
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 46 Comercio al por menor,259
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 48-49 Transportes, correos y almacenamiento",2
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 51 Información en medios masivos,3
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 52 Servicios financieros y de seguros,6
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,18
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 54 Servicios profesionales, científicos y técnicos",16
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",5
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 61 Servicios educativos,5
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 62 Servicios de salud y de asistencia social,29
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",11
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,59
2008,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 81 Otros servicios excepto actividades gubernamentales,144
2008,28 Tamaulipas,016 Hidalgo,Total municipal,540
2008,28 Tamaulipas,016 Hidalgo,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",9
2008,28 Tamaulipas,016 Hidalgo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,016 Hidalgo,Sector 31-33 Industrias manufactureras,56
2008,28 Tamaulipas,016 Hidalgo,Sector 43 Comercio al por mayor,16
2008,28 Tamaulipas,016 Hidalgo,Sector 46 Comercio al por menor,270
2008,28 Tamaulipas,016 Hidalgo,"Sector 48-49 Transportes, correos y almacenamiento",1
2008,28 Tamaulipas,016 Hidalgo,Sector 51 Información en medios masivos,3
2008,28 Tamaulipas,016 Hidalgo,Sector 52 Servicios financieros y de seguros,2
2008,28 Tamaulipas,016 Hidalgo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,2
2008,28 Tamaulipas,016 Hidalgo,"Sector 54 Servicios profesionales, científicos y técnicos",5
2008,28 Tamaulipas,016 Hidalgo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",6
2008,28 Tamaulipas,016 Hidalgo,Sector 61 Servicios educativos,3
2008,28 Tamaulipas,016 Hidalgo,Sector 62 Servicios de salud y de asistencia social,16
2008,28 Tamaulipas,016 Hidalgo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",7
2008,28 Tamaulipas,016 Hidalgo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,54
2008,28 Tamaulipas,016 Hidalgo,Sector 81 Otros servicios excepto actividades gubernamentales,89
2008,28 Tamaulipas,017 Jaumave,Total municipal,294
2008,28 Tamaulipas,017 Jaumave,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,017 Jaumave,Sector 23 Construcción,1
2008,28 Tamaulipas,017 Jaumave,Sector 31-33 Industrias manufactureras,30
2008,28 Tamaulipas,017 Jaumave,Sector 43 Comercio al por mayor,8
2008,28 Tamaulipas,017 Jaumave,Sector 46 Comercio al por menor,144
2008,28 Tamaulipas,017 Jaumave,"Sector 48-49 Transportes, correos y almacenamiento",1
2008,28 Tamaulipas,017 Jaumave,Sector 52 Servicios financieros y de seguros,1
2008,28 Tamaulipas,017 Jaumave,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,6
2008,28 Tamaulipas,017 Jaumave,"Sector 54 Servicios profesionales, científicos y técnicos",1
2008,28 Tamaulipas,017 Jaumave,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",8
2008,28 Tamaulipas,017 Jaumave,Sector 62 Servicios de salud y de asistencia social,3
2008,28 Tamaulipas,017 Jaumave,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1
2008,28 Tamaulipas,017 Jaumave,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,51
2008,28 Tamaulipas,017 Jaumave,Sector 81 Otros servicios excepto actividades gubernamentales,38
2008,28 Tamaulipas,018 Jiménez,Total municipal,296
2008,28 Tamaulipas,018 Jiménez,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",2
2008,28 Tamaulipas,018 Jiménez,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,018 Jiménez,Sector 23 Construcción,1
2008,28 Tamaulipas,018 Jiménez,Sector 31-33 Industrias manufactureras,34
2008,28 Tamaulipas,018 Jiménez,Sector 43 Comercio al por mayor,6
2008,28 Tamaulipas,018 Jiménez,Sector 46 Comercio al por menor,148
2008,28 Tamaulipas,018 Jiménez,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,2
2008,28 Tamaulipas,018 Jiménez,"Sector 54 Servicios profesionales, científicos y técnicos",3
2008,28 Tamaulipas,018 Jiménez,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2
2008,28 Tamaulipas,018 Jiménez,Sector 62 Servicios de salud y de asistencia social,3
2008,28 Tamaulipas,018 Jiménez,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1
2008,28 Tamaulipas,018 Jiménez,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,38
2008,28 Tamaulipas,018 Jiménez,Sector 81 Otros servicios excepto actividades gubernamentales,55
2008,28 Tamaulipas,019 Llera,Total municipal,316
2008,28 Tamaulipas,019 Llera,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,019 Llera,Sector 31-33 Industrias manufactureras,37
2008,28 Tamaulipas,019 Llera,Sector 43 Comercio al por mayor,9
2008,28 Tamaulipas,019 Llera,Sector 46 Comercio al por menor,149
2008,28 Tamaulipas,019 Llera,Sector 51 Información en medios masivos,1
2008,28 Tamaulipas,019 Llera,Sector 52 Servicios financieros y de seguros,2
2008,28 Tamaulipas,019 Llera,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,6
2008,28 Tamaulipas,019 Llera,"Sector 54 Servicios profesionales, científicos y técnicos",3
2008,28 Tamaulipas,019 Llera,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",4
2008,28 Tamaulipas,019 Llera,Sector 62 Servicios de salud y de asistencia social,9
2008,28 Tamaulipas,019 Llera,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",2
2008,28 Tamaulipas,019 Llera,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,52
2008,28 Tamaulipas,019 Llera,Sector 81 Otros servicios excepto actividades gubernamentales,41
2008,28 Tamaulipas,020 Mainero,Total municipal,20
2008,28 Tamaulipas,020 Mainero,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,020 Mainero,Sector 31-33 Industrias manufactureras,1
2008,28 Tamaulipas,020 Mainero,Sector 43 Comercio al por mayor,1
2008,28 Tamaulipas,020 Mainero,Sector 46 Comercio al por menor,11
2008,28 Tamaulipas,020 Mainero,Sector 62 Servicios de salud y de asistencia social,1
2008,28 Tamaulipas,020 Mainero,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1
2008,28 Tamaulipas,020 Mainero,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3
2008,28 Tamaulipas,020 Mainero,Sector 81 Otros servicios excepto actividades gubernamentales,1
2008,28 Tamaulipas,021 El Mante,Total municipal,4598
2008,28 Tamaulipas,021 El Mante,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",21
2008,28 Tamaulipas,021 El Mante,Sector 21 Minería,3
2008,28 Tamaulipas,021 El Mante,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,021 El Mante,Sector 23 Construcción,33
2008,28 Tamaulipas,021 El Mante,Sector 31-33 Industrias manufactureras,435
2008,28 Tamaulipas,021 El Mante,Sector 43 Comercio al por mayor,123
2008,28 Tamaulipas,021 El Mante,Sector 46 Comercio al por menor,2043
2008,28 Tamaulipas,021 El Mante,"Sector 48-49 Transportes, correos y almacenamiento",16
2008,28 Tamaulipas,021 El Mante,Sector 51 Información en medios masivos,15
2008,28 Tamaulipas,021 El Mante,Sector 52 Servicios financieros y de seguros,26
2008,28 Tamaulipas,021 El Mante,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,44
2008,28 Tamaulipas,021 El Mante,"Sector 54 Servicios profesionales, científicos y técnicos",127
2008,28 Tamaulipas,021 El Mante,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",82
2008,28 Tamaulipas,021 El Mante,Sector 61 Servicios educativos,43
2008,28 Tamaulipas,021 El Mante,Sector 62 Servicios de salud y de asistencia social,169
2008,28 Tamaulipas,021 El Mante,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",46
2008,28 Tamaulipas,021 El Mante,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,605
2008,28 Tamaulipas,021 El Mante,Sector 81 Otros servicios excepto actividades gubernamentales,766
