Año Censal,Entidad,Municipio,Actividad económica,UE Unidades económicas
2013,28 Tamaulipas,035 San Fernando,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",16
2013,28 Tamaulipas,035 San Fernando,Sector 61 Servicios educativos,10
2013,28 Tamaulipas,035 San Fernando,Sector 62 Servicios de salud y de asistencia social,32
2013,28 Tamaulipas,035 San Fernando,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",7
2013,28 Tamaulipas,035 San Fernando,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,139
2013,28 Tamaulipas,035 San Fernando,Sector 81 Otros servicios excepto actividades gubernamentales,310
2013,28 Tamaulipas,036 San Nicolás,Total municipal,4
2013,28 Tamaulipas,036 San Nicolás,Sector 46 Comercio al por menor,4
2013,28 Tamaulipas,037 Soto la Marina,Total municipal,727
2013,28 Tamaulipas,037 Soto la Marina,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",19
2013,28 Tamaulipas,037 Soto la Marina,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2013,28 Tamaulipas,037 Soto la Marina,Sector 31-33 Industrias manufactureras,66
2013,28 Tamaulipas,037 Soto la Marina,Sector 43 Comercio al por mayor,13
2013,28 Tamaulipas,037 Soto la Marina,Sector 46 Comercio al por menor,363
2013,28 Tamaulipas,037 Soto la Marina,"Sector 48-49 Transportes, correos y almacenamiento",1
2013,28 Tamaulipas,037 Soto la Marina,Sector 51 Información en medios masivos,4
2013,28 Tamaulipas,037 Soto la Marina,Sector 52 Servicios financieros y de seguros,2
2013,28 Tamaulipas,037 Soto la Marina,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,4
2013,28 Tamaulipas,037 Soto la Marina,"Sector 54 Servicios profesionales, científicos y técnicos",16
2013,28 Tamaulipas,037 Soto la Marina,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",10
2013,28 Tamaulipas,037 Soto la Marina,Sector 61 Servicios educativos,4
2013,28 Tamaulipas,037 Soto la Marina,Sector 62 Servicios de salud y de asistencia social,11
2013,28 Tamaulipas,037 Soto la Marina,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",7
2013,28 Tamaulipas,037 Soto la Marina,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,85
2013,28 Tamaulipas,037 Soto la Marina,Sector 81 Otros servicios excepto actividades gubernamentales,121
2013,28 Tamaulipas,038 Tampico,Total municipal,12660
2013,28 Tamaulipas,038 Tampico,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",168
2013,28 Tamaulipas,038 Tampico,Sector 21 Minería,2
2013,28 Tamaulipas,038 Tampico,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2013,28 Tamaulipas,038 Tampico,Sector 23 Construcción,96
2013,28 Tamaulipas,038 Tampico,Sector 31-33 Industrias manufactureras,958
2013,28 Tamaulipas,038 Tampico,Sector 43 Comercio al por mayor,471
2013,28 Tamaulipas,038 Tampico,Sector 46 Comercio al por menor,5043
2013,28 Tamaulipas,038 Tampico,"Sector 48-49 Transportes, correos y almacenamiento",108
2013,28 Tamaulipas,038 Tampico,Sector 51 Información en medios masivos,47
2013,28 Tamaulipas,038 Tampico,Sector 52 Servicios financieros y de seguros,102
2013,28 Tamaulipas,038 Tampico,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,185
2013,28 Tamaulipas,038 Tampico,"Sector 54 Servicios profesionales, científicos y técnicos",412
2013,28 Tamaulipas,038 Tampico,Sector 55 Dirección y administración de grupos empresariales o corporativos,1
2013,28 Tamaulipas,038 Tampico,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",244
2013,28 Tamaulipas,038 Tampico,Sector 61 Servicios educativos,258
2013,28 Tamaulipas,038 Tampico,Sector 62 Servicios de salud y de asistencia social,783
2013,28 Tamaulipas,038 Tampico,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",166
2013,28 Tamaulipas,038 Tampico,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1589
2013,28 Tamaulipas,038 Tampico,Sector 81 Otros servicios excepto actividades gubernamentales,2026
2013,28 Tamaulipas,039 Tula,Total municipal,793
2013,28 Tamaulipas,039 Tula,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2013,28 Tamaulipas,039 Tula,Sector 23 Construcción,1
2013,28 Tamaulipas,039 Tula,Sector 31-33 Industrias manufactureras,77
2013,28 Tamaulipas,039 Tula,Sector 43 Comercio al por mayor,19
2013,28 Tamaulipas,039 Tula,Sector 46 Comercio al por menor,433
2013,28 Tamaulipas,039 Tula,"Sector 48-49 Transportes, correos y almacenamiento",1
2013,28 Tamaulipas,039 Tula,Sector 51 Información en medios masivos,2
2013,28 Tamaulipas,039 Tula,Sector 52 Servicios financieros y de seguros,6
2013,28 Tamaulipas,039 Tula,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,9
2013,28 Tamaulipas,039 Tula,"Sector 54 Servicios profesionales, científicos y técnicos",8
2013,28 Tamaulipas,039 Tula,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",12
2013,28 Tamaulipas,039 Tula,Sector 61 Servicios educativos,3
2013,28 Tamaulipas,039 Tula,Sector 62 Servicios de salud y de asistencia social,20
2013,28 Tamaulipas,039 Tula,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",2
2013,28 Tamaulipas,039 Tula,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,114
2013,28 Tamaulipas,039 Tula,Sector 81 Otros servicios excepto actividades gubernamentales,85
2013,28 Tamaulipas,040 Valle Hermoso,Total municipal,2675
2013,28 Tamaulipas,040 Valle Hermoso,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",1
2013,28 Tamaulipas,040 Valle Hermoso,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2013,28 Tamaulipas,040 Valle Hermoso,Sector 23 Construcción,14
2013,28 Tamaulipas,040 Valle Hermoso,Sector 31-33 Industrias manufactureras,222
2013,28 Tamaulipas,040 Valle Hermoso,Sector 43 Comercio al por mayor,99
2013,28 Tamaulipas,040 Valle Hermoso,Sector 46 Comercio al por menor,1263
2013,28 Tamaulipas,040 Valle Hermoso,"Sector 48-49 Transportes, correos y almacenamiento",12
2013,28 Tamaulipas,040 Valle Hermoso,Sector 51 Información en medios masivos,7
2013,28 Tamaulipas,040 Valle Hermoso,Sector 52 Servicios financieros y de seguros,18
2013,28 Tamaulipas,040 Valle Hermoso,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,35
2013,28 Tamaulipas,040 Valle Hermoso,"Sector 54 Servicios profesionales, científicos y técnicos",48
2013,28 Tamaulipas,040 Valle Hermoso,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",29
2013,28 Tamaulipas,040 Valle Hermoso,Sector 61 Servicios educativos,15
2013,28 Tamaulipas,040 Valle Hermoso,Sector 62 Servicios de salud y de asistencia social,84
2013,28 Tamaulipas,040 Valle Hermoso,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",19
2013,28 Tamaulipas,040 Valle Hermoso,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,233
2013,28 Tamaulipas,040 Valle Hermoso,Sector 81 Otros servicios excepto actividades gubernamentales,575
2013,28 Tamaulipas,041 Victoria,Total municipal,10346
2013,28 Tamaulipas,041 Victoria,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",3
2013,28 Tamaulipas,041 Victoria,Sector 21 Minería,2
2013,28 Tamaulipas,041 Victoria,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2013,28 Tamaulipas,041 Victoria,Sector 23 Construcción,134
2013,28 Tamaulipas,041 Victoria,Sector 31-33 Industrias manufactureras,1010
2013,28 Tamaulipas,041 Victoria,Sector 43 Comercio al por mayor,297
2013,28 Tamaulipas,041 Victoria,Sector 46 Comercio al por menor,4135
2013,28 Tamaulipas,041 Victoria,"Sector 48-49 Transportes, correos y almacenamiento",52
2013,28 Tamaulipas,041 Victoria,Sector 51 Información en medios masivos,46
2013,28 Tamaulipas,041 Victoria,Sector 52 Servicios financieros y de seguros,78
2013,28 Tamaulipas,041 Victoria,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,228
2013,28 Tamaulipas,041 Victoria,"Sector 54 Servicios profesionales, científicos y técnicos",339
2013,28 Tamaulipas,041 Victoria,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",171
2013,28 Tamaulipas,041 Victoria,Sector 61 Servicios educativos,132
2013,28 Tamaulipas,041 Victoria,Sector 62 Servicios de salud y de asistencia social,492
2013,28 Tamaulipas,041 Victoria,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",131
2013,28 Tamaulipas,041 Victoria,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1186
2013,28 Tamaulipas,041 Victoria,Sector 81 Otros servicios excepto actividades gubernamentales,1909
2013,28 Tamaulipas,042 Villagrán,Total municipal,72
2013,28 Tamaulipas,042 Villagrán,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2013,28 Tamaulipas,042 Villagrán,Sector 31-33 Industrias manufactureras,6
2013,28 Tamaulipas,042 Villagrán,Sector 46 Comercio al por menor,40
2013,28 Tamaulipas,042 Villagrán,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,3
2013,28 Tamaulipas,042 Villagrán,"Sector 54 Servicios profesionales, científicos y técnicos",1
2013,28 Tamaulipas,042 Villagrán,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1
2013,28 Tamaulipas,042 Villagrán,Sector 62 Servicios de salud y de asistencia social,1
2013,28 Tamaulipas,042 Villagrán,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,8
2013,28 Tamaulipas,042 Villagrán,Sector 81 Otros servicios excepto actividades gubernamentales,11
2013,28 Tamaulipas,043 Xicoténcatl,Total municipal,583
2013,28 Tamaulipas,043 Xicoténcatl,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",1
2013,28 Tamaulipas,043 Xicoténcatl,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2013,28 Tamaulipas,043 Xicoténcatl,Sector 23 Construcción,1
2013,28 Tamaulipas,043 Xicoténcatl,Sector 31-33 Industrias manufactureras,74
2013,28 Tamaulipas,043 Xicoténcatl,Sector 43 Comercio al por mayor,13
2013,28 Tamaulipas,043 Xicoténcatl,Sector 46 Comercio al por menor,265
2013,28 Tamaulipas,043 Xicoténcatl,"Sector 48-49 Transportes, correos y almacenamiento",2
2013,28 Tamaulipas,043 Xicoténcatl,Sector 51 Información en medios masivos,3
2013,28 Tamaulipas,043 Xicoténcatl,Sector 52 Servicios financieros y de seguros,2
2013,28 Tamaulipas,043 Xicoténcatl,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,10
2013,28 Tamaulipas,043 Xicoténcatl,"Sector 54 Servicios profesionales, científicos y técnicos",7
2013,28 Tamaulipas,043 Xicoténcatl,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",6
2013,28 Tamaulipas,043 Xicoténcatl,Sector 61 Servicios educativos,3
2013,28 Tamaulipas,043 Xicoténcatl,Sector 62 Servicios de salud y de asistencia social,17
2013,28 Tamaulipas,043 Xicoténcatl,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",7
2013,28 Tamaulipas,043 Xicoténcatl,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,73
2013,28 Tamaulipas,043 Xicoténcatl,Sector 81 Otros servicios excepto actividades gubernamentales,98
2008,00 Total Nacional,"",Total nacional,3724019
2008,00 Total Nacional,"","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",19443
2008,00 Total Nacional,"",Sector 21 Minería,2957
2008,00 Total Nacional,"","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",2589
2008,00 Total Nacional,"",Sector 23 Construcción,18637
2008,00 Total Nacional,"",Sector 31-33 Industrias manufactureras,436851
2008,00 Total Nacional,"",Sector 43 Comercio al por mayor,118028
2008,00 Total Nacional,"",Sector 46 Comercio al por menor,1740522
2008,00 Total Nacional,"","Sector 48-49 Transportes, correos y almacenamiento",17705
2008,00 Total Nacional,"",Sector 51 Información en medios masivos,11354
2008,00 Total Nacional,"",Sector 52 Servicios financieros y de seguros,18706
2008,00 Total Nacional,"",Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,54188
2008,00 Total Nacional,"","Sector 54 Servicios profesionales, científicos y técnicos",84695
2008,00 Total Nacional,"",Sector 55 Dirección y administración de grupos empresariales o corporativos,204
2008,00 Total Nacional,"","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",80922
2008,00 Total Nacional,"",Sector 61 Servicios educativos,43286
2008,00 Total Nacional,"",Sector 62 Servicios de salud y de asistencia social,146532
2008,00 Total Nacional,"","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",41821
2008,00 Total Nacional,"",Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,392242
2008,00 Total Nacional,"",Sector 81 Otros servicios excepto actividades gubernamentales,493337
2008,28 Tamaulipas,"",Total estatal,102159
2008,28 Tamaulipas,"","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",875
2008,28 Tamaulipas,"",Sector 21 Minería,26
2008,28 Tamaulipas,"","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",53
2008,28 Tamaulipas,"",Sector 23 Construcción,783
2008,28 Tamaulipas,"",Sector 31-33 Industrias manufactureras,8381
2008,28 Tamaulipas,"",Sector 43 Comercio al por mayor,2903
2008,28 Tamaulipas,"",Sector 46 Comercio al por menor,45720
2008,28 Tamaulipas,"","Sector 48-49 Transportes, correos y almacenamiento",991
2008,28 Tamaulipas,"",Sector 51 Información en medios masivos,427
2008,28 Tamaulipas,"",Sector 52 Servicios financieros y de seguros,674
2008,28 Tamaulipas,"",Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1723
2008,28 Tamaulipas,"","Sector 54 Servicios profesionales, científicos y técnicos",2782
2008,28 Tamaulipas,"",Sector 55 Dirección y administración de grupos empresariales o corporativos,3
2008,28 Tamaulipas,"","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1962
2008,28 Tamaulipas,"",Sector 61 Servicios educativos,1264
2008,28 Tamaulipas,"",Sector 62 Servicios de salud y de asistencia social,4681
2008,28 Tamaulipas,"","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",870
2008,28 Tamaulipas,"",Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,10422
2008,28 Tamaulipas,"",Sector 81 Otros servicios excepto actividades gubernamentales,17619
2008,28 Tamaulipas,001 Abasolo,Total municipal,443
2008,28 Tamaulipas,001 Abasolo,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",6
2008,28 Tamaulipas,001 Abasolo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,001 Abasolo,Sector 31-33 Industrias manufactureras,40
2008,28 Tamaulipas,001 Abasolo,Sector 43 Comercio al por mayor,18
2008,28 Tamaulipas,001 Abasolo,Sector 46 Comercio al por menor,243
2008,28 Tamaulipas,001 Abasolo,Sector 51 Información en medios masivos,2
2008,28 Tamaulipas,001 Abasolo,Sector 52 Servicios financieros y de seguros,2
2008,28 Tamaulipas,001 Abasolo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,8
2008,28 Tamaulipas,001 Abasolo,"Sector 54 Servicios profesionales, científicos y técnicos",5
2008,28 Tamaulipas,001 Abasolo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",3
2008,28 Tamaulipas,001 Abasolo,Sector 62 Servicios de salud y de asistencia social,4
2008,28 Tamaulipas,001 Abasolo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",2
2008,28 Tamaulipas,001 Abasolo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,35
2008,28 Tamaulipas,001 Abasolo,Sector 81 Otros servicios excepto actividades gubernamentales,74
2008,28 Tamaulipas,002 Aldama,Total municipal,811
2008,28 Tamaulipas,002 Aldama,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",55
2008,28 Tamaulipas,002 Aldama,Sector 21 Minería,4
2008,28 Tamaulipas,002 Aldama,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,002 Aldama,Sector 23 Construcción,2
2008,28 Tamaulipas,002 Aldama,Sector 31-33 Industrias manufactureras,73
2008,28 Tamaulipas,002 Aldama,Sector 43 Comercio al por mayor,32
2008,28 Tamaulipas,002 Aldama,Sector 46 Comercio al por menor,360
2008,28 Tamaulipas,002 Aldama,Sector 51 Información en medios masivos,6
2008,28 Tamaulipas,002 Aldama,Sector 52 Servicios financieros y de seguros,2
2008,28 Tamaulipas,002 Aldama,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,4
2008,28 Tamaulipas,002 Aldama,"Sector 54 Servicios profesionales, científicos y técnicos",14
2008,28 Tamaulipas,002 Aldama,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",13
2008,28 Tamaulipas,002 Aldama,Sector 61 Servicios educativos,1
2008,28 Tamaulipas,002 Aldama,Sector 62 Servicios de salud y de asistencia social,16
2008,28 Tamaulipas,002 Aldama,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",2
2008,28 Tamaulipas,002 Aldama,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,90
2008,28 Tamaulipas,002 Aldama,Sector 81 Otros servicios excepto actividades gubernamentales,136
2008,28 Tamaulipas,003 Altamira,Total municipal,4530
2008,28 Tamaulipas,003 Altamira,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",244
2008,28 Tamaulipas,003 Altamira,Sector 21 Minería,1
2008,28 Tamaulipas,003 Altamira,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",3
2008,28 Tamaulipas,003 Altamira,Sector 23 Construcción,15
2008,28 Tamaulipas,003 Altamira,Sector 31-33 Industrias manufactureras,382
2008,28 Tamaulipas,003 Altamira,Sector 43 Comercio al por mayor,171
2008,28 Tamaulipas,003 Altamira,Sector 46 Comercio al por menor,2277
2008,28 Tamaulipas,003 Altamira,"Sector 48-49 Transportes, correos y almacenamiento",56
2008,28 Tamaulipas,003 Altamira,Sector 51 Información en medios masivos,12
2008,28 Tamaulipas,003 Altamira,Sector 52 Servicios financieros y de seguros,15
2008,28 Tamaulipas,003 Altamira,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,54
2008,28 Tamaulipas,003 Altamira,"Sector 54 Servicios profesionales, científicos y técnicos",45
2008,28 Tamaulipas,003 Altamira,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",108
2008,28 Tamaulipas,003 Altamira,Sector 61 Servicios educativos,53
2008,28 Tamaulipas,003 Altamira,Sector 62 Servicios de salud y de asistencia social,87
2008,28 Tamaulipas,003 Altamira,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",31
2008,28 Tamaulipas,003 Altamira,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,380
2008,28 Tamaulipas,003 Altamira,Sector 81 Otros servicios excepto actividades gubernamentales,596
2008,28 Tamaulipas,004 Antiguo Morelos,Total municipal,173
2008,28 Tamaulipas,004 Antiguo Morelos,Sector 21 Minería,2
2008,28 Tamaulipas,004 Antiguo Morelos,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,004 Antiguo Morelos,Sector 31-33 Industrias manufactureras,27
2008,28 Tamaulipas,004 Antiguo Morelos,Sector 43 Comercio al por mayor,4
2008,28 Tamaulipas,004 Antiguo Morelos,Sector 46 Comercio al por menor,87
2008,28 Tamaulipas,004 Antiguo Morelos,Sector 52 Servicios financieros y de seguros,1
2008,28 Tamaulipas,004 Antiguo Morelos,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,2
2008,28 Tamaulipas,004 Antiguo Morelos,"Sector 54 Servicios profesionales, científicos y técnicos",4
2008,28 Tamaulipas,004 Antiguo Morelos,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1
2008,28 Tamaulipas,004 Antiguo Morelos,Sector 62 Servicios de salud y de asistencia social,3
2008,28 Tamaulipas,004 Antiguo Morelos,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,21
2008,28 Tamaulipas,004 Antiguo Morelos,Sector 81 Otros servicios excepto actividades gubernamentales,20
2008,28 Tamaulipas,005 Burgos,Total municipal,101
2008,28 Tamaulipas,005 Burgos,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",2
2008,28 Tamaulipas,005 Burgos,Sector 31-33 Industrias manufactureras,11
2008,28 Tamaulipas,005 Burgos,Sector 43 Comercio al por mayor,3
2008,28 Tamaulipas,005 Burgos,Sector 46 Comercio al por menor,57
2008,28 Tamaulipas,005 Burgos,Sector 52 Servicios financieros y de seguros,1
2008,28 Tamaulipas,005 Burgos,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2
2008,28 Tamaulipas,005 Burgos,Sector 62 Servicios de salud y de asistencia social,2
2008,28 Tamaulipas,005 Burgos,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,8
2008,28 Tamaulipas,005 Burgos,Sector 81 Otros servicios excepto actividades gubernamentales,15
2008,28 Tamaulipas,006 Bustamante,Total municipal,54
2008,28 Tamaulipas,006 Bustamante,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,006 Bustamante,Sector 31-33 Industrias manufactureras,8
2008,28 Tamaulipas,006 Bustamante,Sector 46 Comercio al por menor,36
2008,28 Tamaulipas,006 Bustamante,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,4
2008,28 Tamaulipas,006 Bustamante,Sector 81 Otros servicios excepto actividades gubernamentales,5
2008,28 Tamaulipas,007 Camargo,Total municipal,655
2008,28 Tamaulipas,007 Camargo,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",54
2008,28 Tamaulipas,007 Camargo,Sector 21 Minería,1
2008,28 Tamaulipas,007 Camargo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,007 Camargo,Sector 23 Construcción,1
2008,28 Tamaulipas,007 Camargo,Sector 31-33 Industrias manufactureras,59
2008,28 Tamaulipas,007 Camargo,Sector 43 Comercio al por mayor,10
2008,28 Tamaulipas,007 Camargo,Sector 46 Comercio al por menor,254
2008,28 Tamaulipas,007 Camargo,"Sector 48-49 Transportes, correos y almacenamiento",5
2008,28 Tamaulipas,007 Camargo,Sector 51 Información en medios masivos,4
2008,28 Tamaulipas,007 Camargo,Sector 52 Servicios financieros y de seguros,3
2008,28 Tamaulipas,007 Camargo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,11
2008,28 Tamaulipas,007 Camargo,"Sector 54 Servicios profesionales, científicos y técnicos",12
2008,28 Tamaulipas,007 Camargo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",3
2008,28 Tamaulipas,007 Camargo,Sector 61 Servicios educativos,2
2008,28 Tamaulipas,007 Camargo,Sector 62 Servicios de salud y de asistencia social,45
2008,28 Tamaulipas,007 Camargo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",6
2008,28 Tamaulipas,007 Camargo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,49
2008,28 Tamaulipas,007 Camargo,Sector 81 Otros servicios excepto actividades gubernamentales,135
2008,28 Tamaulipas,008 Casas,Total municipal,22
2008,28 Tamaulipas,008 Casas,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",1
2008,28 Tamaulipas,008 Casas,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2008,28 Tamaulipas,008 Casas,Sector 43 Comercio al por mayor,1
2008,28 Tamaulipas,008 Casas,Sector 46 Comercio al por menor,10
2008,28 Tamaulipas,008 Casas,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1
2008,28 Tamaulipas,008 Casas,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1
2008,28 Tamaulipas,008 Casas,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,4
2008,28 Tamaulipas,008 Casas,Sector 81 Otros servicios excepto actividades gubernamentales,3
2008,28 Tamaulipas,009 Ciudad Madero,Total municipal,5682
2008,28 Tamaulipas,009 Ciudad Madero,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",8
2008,28 Tamaulipas,009 Ciudad Madero,Sector 23 Construcción,73
2008,28 Tamaulipas,009 Ciudad Madero,Sector 31-33 Industrias manufactureras,500
2008,28 Tamaulipas,009 Ciudad Madero,Sector 43 Comercio al por mayor,115
2008,28 Tamaulipas,009 Ciudad Madero,Sector 46 Comercio al por menor,2237
2008,28 Tamaulipas,009 Ciudad Madero,"Sector 48-49 Transportes, correos y almacenamiento",19
2008,28 Tamaulipas,009 Ciudad Madero,Sector 51 Información en medios masivos,15
2008,28 Tamaulipas,009 Ciudad Madero,Sector 52 Servicios financieros y de seguros,39
2008,28 Tamaulipas,009 Ciudad Madero,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,96
2008,28 Tamaulipas,009 Ciudad Madero,"Sector 54 Servicios profesionales, científicos y técnicos",163
2008,28 Tamaulipas,009 Ciudad Madero,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",155
2008,28 Tamaulipas,009 Ciudad Madero,Sector 61 Servicios educativos,135
2008,28 Tamaulipas,009 Ciudad Madero,Sector 62 Servicios de salud y de asistencia social,389
2008,28 Tamaulipas,009 Ciudad Madero,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",58
2008,28 Tamaulipas,009 Ciudad Madero,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,680
2008,28 Tamaulipas,009 Ciudad Madero,Sector 81 Otros servicios excepto actividades gubernamentales,1000
