Año Censal,Entidad,Municipio,Actividad económica,H001A Personal ocupado total,A111A Producción bruta total (millones de pesos),A121A Consumo intermedio (millones de pesos),A131A Valor agregado censal bruto (millones de pesos),A211A Inversión total (millones de pesos),A221A Formación bruta de capital fijo (millones de pesos),Q000A Acervo total de activos fijos (millones de pesos)
2013,28 Tamaulipas,002 Aldama,Sector 31-33 Industrias manufactureras,175,34.358,23.038,11.32,0.965,1.024,23.947
2013,28 Tamaulipas,002 Aldama,Sector 43 Comercio al por mayor,77,12.835,2.182,10.653,0.137,0.002,21.444
2013,28 Tamaulipas,002 Aldama,Sector 46 Comercio al por menor,906,123.338,53.904,69.434,7.707,5.268,75.512
2013,28 Tamaulipas,002 Aldama,Sector 51 Información en medios masivos,47,6.958,0.856,6.102,0,0,1.229
2013,28 Tamaulipas,002 Aldama,Sector 52 Servicios financieros y de seguros,,,,,,,
2013,28 Tamaulipas,002 Aldama,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,6,0.678,0.171,0.507,0,0,2.152
2013,28 Tamaulipas,002 Aldama,"Sector 54 Servicios profesionales, científicos y técnicos",29,2.63,0.996,1.634,0.021,0.021,2.455
2013,28 Tamaulipas,002 Aldama,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",19,1.445,0.74,0.705,0,0,1.261
2013,28 Tamaulipas,002 Aldama,Sector 61 Servicios educativos,30,1.499,0.425,1.074,0,0,0.244
2013,28 Tamaulipas,002 Aldama,Sector 62 Servicios de salud y de asistencia social,42,3.668,1.985,1.683,0,0,2.36
2013,28 Tamaulipas,002 Aldama,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",8,0.266,0.127,0.139,0,0,0.25
2013,28 Tamaulipas,002 Aldama,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,261,32.745,19.332,13.413,0.116,0.093,31.57
2013,28 Tamaulipas,002 Aldama,Sector 81 Otros servicios excepto actividades gubernamentales,239,14.799,6.323,8.476,0.061,0.051,13.124
2013,28 Tamaulipas,003 Altamira,Total municipal,30458,72694.255,54658.64,18035.615,2269.642,2608.324,27132.78
2013,28 Tamaulipas,003 Altamira,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",664,38.873,19.104,19.769,0.1,0.1,19.338
2013,28 Tamaulipas,003 Altamira,Sector 21 Minería,,,,,,,
2013,28 Tamaulipas,003 Altamira,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2013,28 Tamaulipas,003 Altamira,Sector 23 Construcción,578,371.439,204.664,166.775,-1.294,1.216,209.903
2013,28 Tamaulipas,003 Altamira,Sector 31-33 Industrias manufactureras,7372,64489.03,51058.06,13430.97,1918.356,2320.752,22186.552
2013,28 Tamaulipas,003 Altamira,Sector 43 Comercio al por mayor,3677,2628.304,838.402,1789.902,116.952,71.735,766.174
2013,28 Tamaulipas,003 Altamira,Sector 46 Comercio al por menor,6154,985.963,446.91,539.053,54.85,34.839,662.124
2013,28 Tamaulipas,003 Altamira,"Sector 48-49 Transportes, correos y almacenamiento",3168,1555.995,1019.705,536.29,114.229,111.549,2193.265
2013,28 Tamaulipas,003 Altamira,Sector 51 Información en medios masivos,,,,,,,
2013,28 Tamaulipas,003 Altamira,Sector 52 Servicios financieros y de seguros,88,71.699,11.813,59.886,0.129,0.126,2.616
2013,28 Tamaulipas,003 Altamira,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,267,63.55,27.676,35.874,5.616,5.651,40.487
2013,28 Tamaulipas,003 Altamira,"Sector 54 Servicios profesionales, científicos y técnicos",249,66.082,30.879,35.203,3.217,3.215,39.341
2013,28 Tamaulipas,003 Altamira,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1572,943.141,389.498,553.643,3.304,3.254,50.736
2013,28 Tamaulipas,003 Altamira,Sector 61 Servicios educativos,1342,458.555,195.665,262.89,29.975,29.977,146.672
2013,28 Tamaulipas,003 Altamira,Sector 62 Servicios de salud y de asistencia social,514,34.459,24.975,9.484,8.204,8.142,122.711
2013,28 Tamaulipas,003 Altamira,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",133,7.457,3.242,4.215,0.273,0.266,6.187
2013,28 Tamaulipas,003 Altamira,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1660,254.335,147.233,107.102,3.247,3.077,117.424
2013,28 Tamaulipas,003 Altamira,Sector 81 Otros servicios excepto actividades gubernamentales,2260,314.24,158.37,155.87,13.184,14.419,194.049
2013,28 Tamaulipas,004 Antiguo Morelos,Total municipal,346,23.051,20.921,2.13,0.227,0.176,21.518
2013,28 Tamaulipas,004 Antiguo Morelos,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2013,28 Tamaulipas,004 Antiguo Morelos,Sector 31-33 Industrias manufactureras,76,5.131,9.841,-4.71,0.091,0.088,5.491
2013,28 Tamaulipas,004 Antiguo Morelos,Sector 43 Comercio al por mayor,,,,,,,
2013,28 Tamaulipas,004 Antiguo Morelos,Sector 46 Comercio al por menor,152,8.851,5.432,3.419,0.319,0.271,7.891
2013,28 Tamaulipas,004 Antiguo Morelos,Sector 52 Servicios financieros y de seguros,,,,,,,
2013,28 Tamaulipas,004 Antiguo Morelos,"Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,
2013,28 Tamaulipas,004 Antiguo Morelos,Sector 62 Servicios de salud y de asistencia social,,,,,,,
2013,28 Tamaulipas,004 Antiguo Morelos,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,
2013,28 Tamaulipas,004 Antiguo Morelos,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,51,4.369,2.7,1.669,-0.196,-0.196,1.779
2013,28 Tamaulipas,004 Antiguo Morelos,Sector 81 Otros servicios excepto actividades gubernamentales,39,1.894,1.209,0.685,0.011,0.011,2.213
2013,28 Tamaulipas,005 Burgos,Total municipal,198,27.815,7.168,20.647,0.837,0.567,15.383
2013,28 Tamaulipas,005 Burgos,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2013,28 Tamaulipas,005 Burgos,Sector 31-33 Industrias manufactureras,16,1.8,1.378,0.422,0.023,0.01,0.747
2013,28 Tamaulipas,005 Burgos,Sector 43 Comercio al por mayor,,,,,,,
2013,28 Tamaulipas,005 Burgos,Sector 46 Comercio al por menor,117,23.231,4.116,19.115,0.661,0.42,9.747
2013,28 Tamaulipas,005 Burgos,Sector 52 Servicios financieros y de seguros,,,,,,,
2013,28 Tamaulipas,005 Burgos,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,30,1.47,1.068,0.402,0.011,0.012,3.309
2013,28 Tamaulipas,005 Burgos,Sector 81 Otros servicios excepto actividades gubernamentales,26,0.961,0.444,0.517,0.132,0.122,1.267
2013,28 Tamaulipas,006 Bustamante,Total municipal,112,4.753,2.503,2.25,0.049,0.001,4.718
2013,28 Tamaulipas,006 Bustamante,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2013,28 Tamaulipas,006 Bustamante,Sector 31-33 Industrias manufactureras,18,1.338,0.79,0.548,0.001,0.001,0.629
2013,28 Tamaulipas,006 Bustamante,Sector 43 Comercio al por mayor,,,,,,,
2013,28 Tamaulipas,006 Bustamante,Sector 46 Comercio al por menor,60,1.917,0.506,1.411,0.035,0,1.577
2013,28 Tamaulipas,006 Bustamante,Sector 51 Información en medios masivos,,,,,,,
2013,28 Tamaulipas,006 Bustamante,Sector 52 Servicios financieros y de seguros,,,,,,,
2013,28 Tamaulipas,006 Bustamante,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,
2013,28 Tamaulipas,006 Bustamante,Sector 62 Servicios de salud y de asistencia social,,,,,,,
2013,28 Tamaulipas,006 Bustamante,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,,,,,,,
2013,28 Tamaulipas,006 Bustamante,Sector 81 Otros servicios excepto actividades gubernamentales,11,0.109,0.077,0.032,0,0,1.215
2013,28 Tamaulipas,007 Camargo,Total municipal,2131,341.754,211.896,129.858,3.09,1.631,191.02
2013,28 Tamaulipas,007 Camargo,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",403,27.891,13.232,14.659,0.364,0.364,21.204
2013,28 Tamaulipas,007 Camargo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2013,28 Tamaulipas,007 Camargo,Sector 31-33 Industrias manufactureras,255,123.21,109.451,13.759,0.16,0.147,33.103
2013,28 Tamaulipas,007 Camargo,Sector 43 Comercio al por mayor,20,1.191,0.767,0.424,0.03,0.045,2.441
2013,28 Tamaulipas,007 Camargo,Sector 46 Comercio al por menor,709,62.874,22.505,40.369,1.783,0.437,48.172
2013,28 Tamaulipas,007 Camargo,"Sector 48-49 Transportes, correos y almacenamiento",83,52.813,25.692,27.121,0.006,0,35.223
2013,28 Tamaulipas,007 Camargo,Sector 51 Información en medios masivos,8,0.548,0.332,0.216,0,0,1.271
2013,28 Tamaulipas,007 Camargo,Sector 52 Servicios financieros y de seguros,11,5.894,4.944,0.95,0,0,0.345
2013,28 Tamaulipas,007 Camargo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,22,3.443,1.188,2.255,0.076,0.011,4.42
2013,28 Tamaulipas,007 Camargo,"Sector 54 Servicios profesionales, científicos y técnicos",23,2.705,0.86,1.845,0.009,0.009,1.629
2013,28 Tamaulipas,007 Camargo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",18,1.061,0.537,0.524,0.029,0.014,0.828
2013,28 Tamaulipas,007 Camargo,Sector 61 Servicios educativos,11,0.445,0.164,0.281,0,0,0.08
2013,28 Tamaulipas,007 Camargo,Sector 62 Servicios de salud y de asistencia social,113,8.564,5.011,3.553,0.067,0.062,15.191
2013,28 Tamaulipas,007 Camargo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,
2013,28 Tamaulipas,007 Camargo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,202,28.277,16.645,11.632,0.384,0.384,7.585
2013,28 Tamaulipas,007 Camargo,Sector 81 Otros servicios excepto actividades gubernamentales,211,14.263,6.311,7.952,0.172,0.148,9.204
2013,28 Tamaulipas,008 Casas,Total municipal,74,3.468,1.432,2.036,0.086,0.055,2.041
2013,28 Tamaulipas,008 Casas,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,
2013,28 Tamaulipas,008 Casas,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2013,28 Tamaulipas,008 Casas,Sector 43 Comercio al por mayor,,,,,,,
2013,28 Tamaulipas,008 Casas,Sector 46 Comercio al por menor,19,1.062,0.233,0.829,0.046,0.015,0.502
2013,28 Tamaulipas,008 Casas,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,
2013,28 Tamaulipas,008 Casas,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,,,,,,,
2013,28 Tamaulipas,008 Casas,Sector 81 Otros servicios excepto actividades gubernamentales,,,,,,,
2013,28 Tamaulipas,009 Ciudad Madero,Total municipal,31609,109196.381,96403.158,12793.223,244.012,888.157,48104.901
2013,28 Tamaulipas,009 Ciudad Madero,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",101,42.252,29.097,13.155,0,0,16.329
2013,28 Tamaulipas,009 Ciudad Madero,Sector 23 Construcción,2450,1471.282,996.496,474.786,22.699,23.044,439.275
2013,28 Tamaulipas,009 Ciudad Madero,Sector 31-33 Industrias manufactureras,7214,101630.556,93200.293,8430.263,-506.825,238.49,36956.135
2013,28 Tamaulipas,009 Ciudad Madero,Sector 43 Comercio al por mayor,1142,636.023,265.347,370.676,21.926,19.69,689.321
2013,28 Tamaulipas,009 Ciudad Madero,Sector 46 Comercio al por menor,6514,1279.751,489.445,790.306,104.882,68.461,765.079
2013,28 Tamaulipas,009 Ciudad Madero,"Sector 48-49 Transportes, correos y almacenamiento",2363,2301.678,709.133,1592.545,575.502,513.413,8183.173
2013,28 Tamaulipas,009 Ciudad Madero,Sector 51 Información en medios masivos,113,69.652,15.19,54.462,0.08,0.08,18.452
2013,28 Tamaulipas,009 Ciudad Madero,Sector 52 Servicios financieros y de seguros,140,130.308,18.054,112.254,0.095,0.044,7.773
2013,28 Tamaulipas,009 Ciudad Madero,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,307,74.465,41.31,33.155,1.027,1.021,103.685
2013,28 Tamaulipas,009 Ciudad Madero,"Sector 54 Servicios profesionales, científicos y técnicos",488,113.476,59.596,53.88,0.113,0.049,26.694
2013,28 Tamaulipas,009 Ciudad Madero,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2530,215.768,44.22,171.548,1.751,1.711,31.185
2013,28 Tamaulipas,009 Ciudad Madero,Sector 61 Servicios educativos,1749,201.421,46.948,154.473,10.954,10.948,151.363
2013,28 Tamaulipas,009 Ciudad Madero,Sector 62 Servicios de salud y de asistencia social,906,103.494,43.105,60.389,4.291,4.148,58.749
2013,28 Tamaulipas,009 Ciudad Madero,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",220,25.939,11.505,14.434,0.815,0.811,52.498
2013,28 Tamaulipas,009 Ciudad Madero,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3256,573.71,309.552,264.158,4.686,4.435,495.282
2013,28 Tamaulipas,009 Ciudad Madero,Sector 81 Otros servicios excepto actividades gubernamentales,2116,326.606,123.867,202.739,2.016,1.812,109.908
2013,28 Tamaulipas,010 Cruillas,Total municipal,81,9.144,4.579,4.565,1.254,0.339,11.163
2013,28 Tamaulipas,010 Cruillas,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2013,28 Tamaulipas,010 Cruillas,Sector 31-33 Industrias manufactureras,,,,,,,
2013,28 Tamaulipas,010 Cruillas,Sector 43 Comercio al por mayor,,,,,,,
2013,28 Tamaulipas,010 Cruillas,Sector 46 Comercio al por menor,51,6.629,2.775,3.854,1.182,0.294,3.674
2013,28 Tamaulipas,010 Cruillas,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2013,28 Tamaulipas,010 Cruillas,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,,,,,,,
2013,28 Tamaulipas,010 Cruillas,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,
2013,28 Tamaulipas,010 Cruillas,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,,,,,,,
2013,28 Tamaulipas,010 Cruillas,Sector 81 Otros servicios excepto actividades gubernamentales,5,0.09,0.058,0.032,0.004,0.003,0.13
2013,28 Tamaulipas,011 Gómez Farías,Total municipal,494,98.579,53.059,45.52,0.081,0.403,81.104
2013,28 Tamaulipas,011 Gómez Farías,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,
2013,28 Tamaulipas,011 Gómez Farías,Sector 31-33 Industrias manufactureras,261,70.499,42.022,28.477,-0.476,0.004,19.661
2013,28 Tamaulipas,011 Gómez Farías,Sector 43 Comercio al por mayor,,,,,,,
2013,28 Tamaulipas,011 Gómez Farías,Sector 46 Comercio al por menor,97,6.333,2.784,3.549,0.358,0.217,7.31
2013,28 Tamaulipas,011 Gómez Farías,Sector 52 Servicios financieros y de seguros,,,,,,,
2013,28 Tamaulipas,011 Gómez Farías,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,,,,,,,
2013,28 Tamaulipas,011 Gómez Farías,"Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,
2013,28 Tamaulipas,011 Gómez Farías,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,
2013,28 Tamaulipas,011 Gómez Farías,Sector 62 Servicios de salud y de asistencia social,,,,,,,
2013,28 Tamaulipas,011 Gómez Farías,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,69,8.759,4.792,3.967,0.061,0.054,12.557
2013,28 Tamaulipas,011 Gómez Farías,Sector 81 Otros servicios excepto actividades gubernamentales,,,,,,,
2013,28 Tamaulipas,012 González,Total municipal,3302,602.94,206.948,395.992,20.633,11.867,283.074
2013,28 Tamaulipas,012 González,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",90,7.748,4.541,3.207,0.044,0.044,19.581
2013,28 Tamaulipas,012 González,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2013,28 Tamaulipas,012 González,Sector 31-33 Industrias manufactureras,587,134.235,87.372,46.863,2.898,2.694,61.657
2013,28 Tamaulipas,012 González,Sector 43 Comercio al por mayor,356,245.534,33.661,211.873,14.468,2.278,65.672
2013,28 Tamaulipas,012 González,Sector 46 Comercio al por menor,1279,112.138,31.129,81.009,2.203,5.444,73.249
2013,28 Tamaulipas,012 González,"Sector 48-49 Transportes, correos y almacenamiento",14,3.828,2.984,0.844,0.634,0.633,3.66
2013,28 Tamaulipas,012 González,Sector 51 Información en medios masivos,,,,,,,
2013,28 Tamaulipas,012 González,Sector 52 Servicios financieros y de seguros,,,,,,,
2013,28 Tamaulipas,012 González,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,15,0.952,0.313,0.639,-0.045,0,2.383
2013,28 Tamaulipas,012 González,"Sector 54 Servicios profesionales, científicos y técnicos",42,4.037,1.361,2.676,0.031,0.031,2.062
2013,28 Tamaulipas,012 González,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",35,2.751,2.397,0.354,0.106,0.104,6.019
2013,28 Tamaulipas,012 González,Sector 61 Servicios educativos,,,,,,,
2013,28 Tamaulipas,012 González,Sector 62 Servicios de salud y de asistencia social,39,3.411,1.542,1.869,0.099,0.099,2.943
2013,28 Tamaulipas,012 González,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",10,0.705,0.323,0.382,0,0,0.492
2013,28 Tamaulipas,012 González,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,335,37.038,22.69,14.348,0.246,0.289,20.674
2013,28 Tamaulipas,012 González,Sector 81 Otros servicios excepto actividades gubernamentales,374,29.987,13.5,16.487,-0.079,0.238,22.641
2013,28 Tamaulipas,013 Güémez,Total municipal,318,108.111,41.972,66.139,7,5.489,64.381
2013,28 Tamaulipas,013 Güémez,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,
2013,28 Tamaulipas,013 Güémez,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2013,28 Tamaulipas,013 Güémez,Sector 31-33 Industrias manufactureras,,,,,,,
2013,28 Tamaulipas,013 Güémez,Sector 43 Comercio al por mayor,,,,,,,
2013,28 Tamaulipas,013 Güémez,Sector 46 Comercio al por menor,101,20.013,6.543,13.47,2.075,0.799,13.067
2013,28 Tamaulipas,013 Güémez,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2013,28 Tamaulipas,013 Güémez,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,,,,,,,
2013,28 Tamaulipas,013 Güémez,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,
2013,28 Tamaulipas,013 Güémez,Sector 62 Servicios de salud y de asistencia social,,,,,,,
2013,28 Tamaulipas,013 Güémez,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,25,0.575,0.475,0.1,0.001,0,0.17
2013,28 Tamaulipas,013 Güémez,Sector 81 Otros servicios excepto actividades gubernamentales,43,32.423,14.135,18.288,1.265,1.294,30.669
2013,28 Tamaulipas,014 Guerrero,Total municipal,235,48.076,11.651,36.425,0.704,0.477,27.573
2013,28 Tamaulipas,014 Guerrero,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",29,2.204,0.585,1.619,0.466,0.466,1.202
2013,28 Tamaulipas,014 Guerrero,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2013,28 Tamaulipas,014 Guerrero,Sector 31-33 Industrias manufactureras,,,,,,,
2013,28 Tamaulipas,014 Guerrero,Sector 43 Comercio al por mayor,12,2.416,0.663,1.753,0,0,5.733
2013,28 Tamaulipas,014 Guerrero,Sector 46 Comercio al por menor,103,17.871,3.828,14.043,0.227,0,13.342
2013,28 Tamaulipas,014 Guerrero,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,,,,,,,
2013,28 Tamaulipas,014 Guerrero,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,
2013,28 Tamaulipas,014 Guerrero,Sector 62 Servicios de salud y de asistencia social,7,1.18,0.647,0.533,0,0,0.712
2013,28 Tamaulipas,014 Guerrero,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,43,5.097,2.889,2.208,0,0,1.668
2013,28 Tamaulipas,014 Guerrero,Sector 81 Otros servicios excepto actividades gubernamentales,19,0.894,0.439,0.455,0,0,1.046
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,Total municipal,1867,469.832,228.577,241.255,24.108,3.836,262.705
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 23 Construcción,,,,,,,
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 31-33 Industrias manufactureras,654,185.955,113.889,72.066,0.142,0.12,83.447
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 43 Comercio al por mayor,112,27.273,4.472,22.801,-1.645,0.022,19.755
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 46 Comercio al por menor,504,113.008,29.005,84.003,3.231,1.566,57.723
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 51 Información en medios masivos,,,,,,,
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 52 Servicios financieros y de seguros,17,9.305,3.143,6.162,0.005,0.005,15.818
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,23,1.669,0.682,0.987,0.019,0.003,3.451
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 54 Servicios profesionales, científicos y técnicos",31,3.396,1.197,2.199,0.137,0.137,3.061
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",12,2.331,0.364,1.967,0.189,0.176,0.652
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 61 Servicios educativos,,,,,,,
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 62 Servicios de salud y de asistencia social,36,4.72,1.927,2.793,0.063,0.063,5.862
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",17,1.354,0.716,0.638,0.051,0.048,1.019
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,147,17.628,10.333,7.295,0.032,0.034,9.673
2013,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 81 Otros servicios excepto actividades gubernamentales,261,65.349,37.717,27.632,21.835,1.615,50.425
2013,28 Tamaulipas,016 Hidalgo,Total municipal,1140,182.173,100.499,81.674,6.565,0.23,71.494
2013,28 Tamaulipas,016 Hidalgo,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",7,0.242,0.057,0.185,0.02,0.02,0.791
2013,28 Tamaulipas,016 Hidalgo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2013,28 Tamaulipas,016 Hidalgo,Sector 31-33 Industrias manufactureras,225,76.039,69.798,6.241,-0.139,0.167,3.72
2013,28 Tamaulipas,016 Hidalgo,Sector 43 Comercio al por mayor,44,13.946,3.089,10.857,0.239,0,6.552
2013,28 Tamaulipas,016 Hidalgo,Sector 46 Comercio al por menor,550,70.556,18.089,52.467,6.172,-0.223,38.895
2013,28 Tamaulipas,016 Hidalgo,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2013,28 Tamaulipas,016 Hidalgo,Sector 51 Información en medios masivos,7,2.198,0.607,1.591,0,0,0.121
2013,28 Tamaulipas,016 Hidalgo,Sector 52 Servicios financieros y de seguros,,,,,,,
2013,28 Tamaulipas,016 Hidalgo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,,,,,,,
2013,28 Tamaulipas,016 Hidalgo,"Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,
2013,28 Tamaulipas,016 Hidalgo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",11,0.457,0.154,0.303,0.027,0.019,0.476
2013,28 Tamaulipas,016 Hidalgo,Sector 61 Servicios educativos,,,,,,,
2013,28 Tamaulipas,016 Hidalgo,Sector 62 Servicios de salud y de asistencia social,19,1.709,0.613,1.096,0.012,0.012,0.717
2013,28 Tamaulipas,016 Hidalgo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",3,0.269,0.08,0.189,0,0,0.12
2013,28 Tamaulipas,016 Hidalgo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,124,8.606,4.992,3.614,0.048,0.046,9.332
2013,28 Tamaulipas,016 Hidalgo,Sector 81 Otros servicios excepto actividades gubernamentales,115,4.498,2.1,2.398,0.124,0.12,4.281
2013,28 Tamaulipas,017 Jaumave,Total municipal,896,222.099,125.571,96.528,4.432,3.443,119.959
2013,28 Tamaulipas,017 Jaumave,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2013,28 Tamaulipas,017 Jaumave,Sector 23 Construcción,,,,,,,
2013,28 Tamaulipas,017 Jaumave,Sector 31-33 Industrias manufactureras,274,137.255,98.139,39.116,2.693,2.753,69.39
2013,28 Tamaulipas,017 Jaumave,Sector 43 Comercio al por mayor,33,23.171,3.661,19.51,-0.034,0.101,10.699
2013,28 Tamaulipas,017 Jaumave,Sector 46 Comercio al por menor,302,27.111,6.996,20.115,1.411,0.33,17.265
2013,28 Tamaulipas,017 Jaumave,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2013,28 Tamaulipas,017 Jaumave,Sector 51 Información en medios masivos,,,,,,,
2013,28 Tamaulipas,017 Jaumave,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,10,0.383,0.201,0.182,0.099,0.07,1.059
